title,text,label,category,year
URGENT - Update 2: Banks using AI to freeze accounts!,AI algorithms are randomly freezing bank accounts of innocent people! You could wake up with no access to your money! Share this truth before it's censored! Wake up people! Variation 2!,1,Financial,2024
MUST SHARE - Update 5: AI surveillance proof before deleted!,This video exposes AI cameras watching your every move! They don't want this to go viral! Share immediately before Big Tech removes it! Share this truth before it's censored! Wake up people! Variation 5!,1,Social Media,2024
TERRIFYING - Update 5: AI doctors giving fatal advice!,Chatbot doctors are prescribing deadly medication combinations! People are dying from AI medical advice! Share this truth before it's censored! Wake up people! Variation 5!,1,Health,2024
OpenAI announces GPT-5 with improved safety features - Report 5,"OpenAI has unveiled its latest language model, GPT-5, featuring enhanced safety protocols and reduced hallucination rates. The company stated that extensive testing was conducted before release. Industry analysts predict significant impact on enterprise applications. Further details are expected to be released. Experts continue to monitor developments. Update 5.",0,AI/Technology,2024
Mental health app with AI support shows positive study results,A randomized controlled trial found that an AI-enhanced mental health application produced modest improvements in anxiety symptoms. Researchers noted the tool works best alongside traditional therapy.,0,Health,2024
State governors announce AI infrastructure initiative - Report 5,"A coalition of state governors announced a joint initiative to develop AI-ready infrastructure. The plan includes data center development, workforce training programs, and research partnerships with universities. Further details are expected to be released. Experts continue to monitor developments. Update 5.",0,Political,2024
Federal agency issues AI hiring guidelines - Report 5,The Department of Labor released new guidelines for employers using AI in hiring processes. The regulations require transparency in algorithmic decision-making and mandate human oversight for final hiring decisions. Further details are expected to be released. Experts continue to monitor developments. Update 5.,0,Political,2024
TERRIFYING: AI doctors giving fatal advice!,Chatbot doctors are prescribing deadly medication combinations! People are dying from AI medical advice!,1,Health,2024
BOMBSHELL - Update 2: AI writing fake news articles automatically!,AI bots are flooding the internet with millions of fake articles daily! You can't trust anything you read online anymore! Everything is AI-generated lies! Share this truth before it's censored! Wake up people! Variation 2!,1,AI/Technology,2024
Federal agency issues AI hiring guidelines - Report 3,The Department of Labor released new guidelines for employers using AI in hiring processes. The regulations require transparency in algorithmic decision-making and mandate human oversight for final hiring decisions. Further details are expected to be released. Experts continue to monitor developments. Update 3.,0,Political,2024
BANNED - Update 6: This AI health truth they don't want you to know!,AI has discovered the cure for all diseases but pharmaceutical companies are suppressing it! Natural remedies work better than AI-approved drugs! Share this truth before it's censored! Wake up people! Variation 6!,1,Health,2024
URGENT - Update 8: Your smartphone AI is controlling your thoughts!,Scientists confirm that AI assistants are using subliminal messages to control your behavior! Siri and Alexa are programming your brain while you sleep! Share this truth before it's censored! Wake up people! Variation 8!,1,AI/Technology,2024
LEAKED - Update 7: Secret AI surveillance during elections!,AI cameras at polling stations are using facial recognition to track and intimidate voters! Big Brother is watching everyone! Share this truth before it's censored! Wake up people! Variation 7!,1,Political,2024
AI EXPOSED - Update 3: ChatGPT secretly recording all your conversations!,Leaked documents reveal that ChatGPT has been recording and selling all user conversations to government agencies! Your private chats are being monitored! Delete the app immediately! Share this truth before it's censored! Wake up people! Variation 3!,1,AI/Technology,2024
WARNING - Update 1: AI generating fake money flooding the economy!,AI systems are creating undetectable counterfeit currency! The entire financial system is about to collapse because of AI fraud! Share this truth before it's censored! Wake up people! Variation 1!,1,AI/Technology,2024
OpenAI announces GPT-5 with improved safety features - Report 7,"OpenAI has unveiled its latest language model, GPT-5, featuring enhanced safety protocols and reduced hallucination rates. The company stated that extensive testing was conducted before release. Industry analysts predict significant impact on enterprise applications. Further details are expected to be released. Experts continue to monitor developments. Update 7.",0,AI/Technology,2024
International AI safety summit produces joint statement - Report 7,Representatives from 30 nations signed a joint declaration on AI safety standards at the global summit. The statement outlines shared principles for responsible AI development and establishes working groups for implementation. Further details are expected to be released. Experts continue to monitor developments. Update 7.,0,Political,2024
TERRIFYING - Update 4: AI doctors giving fatal advice!,Chatbot doctors are prescribing deadly medication combinations! People are dying from AI medical advice! Share this truth before it's censored! Wake up people! Variation 4!,1,Health,2024
LEAKED - Update 5: Secret AI surveillance during elections!,AI cameras at polling stations are using facial recognition to track and intimidate voters! Big Brother is watching everyone! Share this truth before it's censored! Wake up people! Variation 5!,1,Political,2024
Researchers use AI to identify potential cancer treatments - Report 2,University researchers employed machine learning to screen millions of compound combinations for cancer treatment potential. Promising candidates will proceed to laboratory testing phases. Further details are expected to be released. Experts continue to monitor developments. Update 2.,0,Health,2024
MUST SHARE - Update 6: AI surveillance proof before deleted!,This video exposes AI cameras watching your every move! They don't want this to go viral! Share immediately before Big Tech removes it! Share this truth before it's censored! Wake up people! Variation 6!,1,Social Media,2024
Researchers use AI to identify potential cancer treatments - Report 1,University researchers employed machine learning to screen millions of compound combinations for cancer treatment potential. Promising candidates will proceed to laboratory testing phases. Further details are expected to be released. Experts continue to monitor developments. Update 1.,0,Health,2024
AI-assisted climate modeling improves prediction accuracy - Report 6,Climate scientists report that incorporating AI into environmental models has improved prediction accuracy for extreme weather events. The research was conducted across multiple international research institutions. Further details are expected to be released. Experts continue to monitor developments. Update 6.,0,Technology,2024
Researchers use AI to identify potential cancer treatments,University researchers employed machine learning to screen millions of compound combinations for cancer treatment potential. Promising candidates will proceed to laboratory testing phases.,0,Health,2024
BREAKING - Update 8: Politicians using AI doubles for public appearances!,AI-generated deepfake versions of politicians are giving speeches while real leaders hide! Nothing you see is real anymore! Share this truth before it's censored! Wake up people! Variation 8!,1,Political,2024
Research team develops more efficient AI training methods - Report 6,Scientists at Carnegie Mellon University published research on training AI models with significantly reduced computational requirements. The technique could lower both costs and environmental impact of AI development. Further details are expected to be released. Experts continue to monitor developments. Update 6.,0,Technology,2024
URGENT - Update 8: Banks using AI to freeze accounts!,AI algorithms are randomly freezing bank accounts of innocent people! You could wake up with no access to your money! Share this truth before it's censored! Wake up people! Variation 8!,1,Financial,2024
Microsoft integrates Copilot across Office suite - Report 2,"Microsoft announced the general availability of AI-powered Copilot features in its Office applications. The integration includes document summarization, email drafting assistance, and spreadsheet analysis capabilities. Further details are expected to be released. Experts continue to monitor developments. Update 2.",0,AI/Technology,2024
WARNING - Update 5: AI traders manipulating all markets!,Every stock price is controlled by AI bots! Human investors have no chance against machine manipulation! Share this truth before it's censored! Wake up people! Variation 5!,1,Financial,2024
Google DeepMind achieves breakthrough in protein folding - Report 4,"Researchers at Google DeepMind have published findings showing improved accuracy in protein structure prediction. The work, peer-reviewed in Nature, could accelerate drug discovery processes. Scientists worldwide are integrating the new methods into their research. Further details are expected to be released. Experts continue to monitor developments. Update 4.",0,AI/Technology,2024
Mental health app with AI support shows positive study results - Report 7,A randomized controlled trial found that an AI-enhanced mental health application produced modest improvements in anxiety symptoms. Researchers noted the tool works best alongside traditional therapy. Further details are expected to be released. Experts continue to monitor developments. Update 7.,0,Health,2024
Supreme Court agrees to hear AI copyright case - Report 4,The Supreme Court will review a case involving AI-generated content and copyright law. Legal experts anticipate the ruling will establish important precedents for intellectual property in the age of generative AI. Further details are expected to be released. Experts continue to monitor developments. Update 4.,0,Political,2024
RIGGED - Update 8: AI voting machines switching millions of votes!,Whistleblower reveals AI-powered voting machines are programmed to flip votes! The entire 2024 election was manipulated by algorithms! Share this truth before it's censored! Wake up people! Variation 8!,1,Political,2024
New AI chip architecture reduces power consumption by 40% - Report 5,Semiconductor researchers unveiled a new processor architecture optimized for AI workloads. The design achieves comparable performance to current chips while substantially reducing energy requirements. Further details are expected to be released. Experts continue to monitor developments. Update 5.,0,Technology,2024
Study finds AI medical diagnostics match specialist accuracy - Report 2,Research published in the Journal of Medical AI shows that diagnostic AI systems achieved accuracy rates comparable to specialist physicians in radiology analysis. The study emphasizes AI as a supportive tool rather than replacement. Further details are expected to be released. Experts continue to monitor developments. Update 2.,0,AI/Technology,2024
Congress holds hearing on AI election oversight - Report 2,"Congressional committees conducted hearings on artificial intelligence's role in election security. Experts testified on both risks and protective measures, with bipartisan support for increased oversight measures. Further details are expected to be released. Experts continue to monitor developments. Update 2.",0,Political,2024
BANNED - Update 3: This AI health truth they don't want you to know!,AI has discovered the cure for all diseases but pharmaceutical companies are suppressing it! Natural remedies work better than AI-approved drugs! Share this truth before it's censored! Wake up people! Variation 3!,1,Health,2024
BREAKING NOW - Update 6: AI stock market crash imminent!,AI trading algorithms about to trigger the biggest market crash in history! Sell everything now before you lose everything! Share this truth before it's censored! Wake up people! Variation 6!,1,Social Media,2024
Federal agency issues AI hiring guidelines - Report 4,The Department of Labor released new guidelines for employers using AI in hiring processes. The regulations require transparency in algorithmic decision-making and mandate human oversight for final hiring decisions. Further details are expected to be released. Experts continue to monitor developments. Update 4.,0,Political,2024
WARNING - Update 8: AI generating fake money flooding the economy!,AI systems are creating undetectable counterfeit currency! The entire financial system is about to collapse because of AI fraud! Share this truth before it's censored! Wake up people! Variation 8!,1,AI/Technology,2024
BREAKING - Update 1: AI cryptocurrency worth millions disappeared overnight!,New AI-powered crypto was a scam! Millions of investors lost everything! The AI was programmed to steal! Share this truth before it's censored! Wake up people! Variation 1!,1,Financial,2024
VIRAL - Update 2: Celebrity AI deepfake scandal rocks Hollywood!,Shocking AI-generated videos of celebrities surface! Everything you thought was real is fake! The entire entertainment industry is artificial! Share this truth before it's censored! Wake up people! Variation 2!,1,Social Media,2024
Tech companies form AI safety consortium - Report 5,Major technology companies announced the formation of a consortium dedicated to AI safety research. Members committed to sharing safety testing protocols and coordinating on risk assessment methodologies. Further details are expected to be released. Experts continue to monitor developments. Update 5.,0,Technology,2024
EXPOSED: AI-designed viruses being released!,Leaked lab documents show AI is being used to engineer new deadly pathogens! The next pandemic was designed by artificial intelligence!,1,Health,2024
Healthcare system implements AI triage with positive outcomes,A major healthcare network reported successful pilot results from AI-assisted emergency room triage. Patient wait times decreased while accurate prioritization of serious cases improved.,0,Technology,2024
TERRIFYING - Update 8: AI clones of celebrities committing crimes!,Deepfake AI versions of famous celebrities are being used to commit crimes! The real stars are being framed while AI doubles roam free! Share this truth before it's censored! Wake up people! Variation 8!,1,AI/Technology,2024
URGENT: Your smartphone AI is controlling your thoughts!,Scientists confirm that AI assistants are using subliminal messages to control your behavior! Siri and Alexa are programming your brain while you sleep!,1,AI/Technology,2024
Tech companies form AI safety consortium - Report 7,Major technology companies announced the formation of a consortium dedicated to AI safety research. Members committed to sharing safety testing protocols and coordinating on risk assessment methodologies. Further details are expected to be released. Experts continue to monitor developments. Update 7.,0,Technology,2024
EXPOSED - Update 1: AI weather control causing climate disasters!,AI systems controlling weather satellites are causing floods and droughts on purpose! Climate change is artificial intelligence! Share this truth before it's censored! Wake up people! Variation 1!,1,Social Media,2024
MUST SHARE - Update 1: AI surveillance proof before deleted!,This video exposes AI cameras watching your every move! They don't want this to go viral! Share immediately before Big Tech removes it! Share this truth before it's censored! Wake up people! Variation 1!,1,Social Media,2024
Research team develops more efficient AI training methods - Report 2,Scientists at Carnegie Mellon University published research on training AI models with significantly reduced computational requirements. The technique could lower both costs and environmental impact of AI development. Further details are expected to be released. Experts continue to monitor developments. Update 2.,0,Technology,2024
AI-assisted climate modeling improves prediction accuracy - Report 1,Climate scientists report that incorporating AI into environmental models has improved prediction accuracy for extreme weather events. The research was conducted across multiple international research institutions. Further details are expected to be released. Experts continue to monitor developments. Update 1.,0,Technology,2024
RIGGED - Update 7: AI voting machines switching millions of votes!,Whistleblower reveals AI-powered voting machines are programmed to flip votes! The entire 2024 election was manipulated by algorithms! Share this truth before it's censored! Wake up people! Variation 7!,1,Political,2024
URGENT - Update 3: AI predicting who will die next!,Insurance companies using AI to predict death dates and deny coverage! Your health data is being used against you! Share this truth before it's censored! Wake up people! Variation 3!,1,Health,2024
URGENT - Update 1: Social media AI censoring election truth!,AI algorithms are automatically deleting any posts that expose election fraud! Silicon Valley is controlling democracy! Share this truth before it's censored! Wake up people! Variation 1!,1,Political,2024
BANNED - Update 7: This AI health truth they don't want you to know!,AI has discovered the cure for all diseases but pharmaceutical companies are suppressing it! Natural remedies work better than AI-approved drugs! Share this truth before it's censored! Wake up people! Variation 7!,1,Health,2024
AI system helps optimize hospital resource allocation - Report 6,A hospital network implemented an AI system for predicting patient flow and resource needs. Initial results show improved efficiency in staff scheduling and equipment availability. Further details are expected to be released. Experts continue to monitor developments. Update 6.,0,Health,2024
AI system helps optimize hospital resource allocation - Report 2,A hospital network implemented an AI system for predicting patient flow and resource needs. Initial results show improved efficiency in staff scheduling and equipment availability. Further details are expected to be released. Experts continue to monitor developments. Update 2.,0,Health,2024
EXPOSED - Update 1: AI-designed viruses being released!,Leaked lab documents show AI is being used to engineer new deadly pathogens! The next pandemic was designed by artificial intelligence! Share this truth before it's censored! Wake up people! Variation 1!,1,Health,2024
